14:10:36 time x y voltage current 
14:10:37 time x y voltage current 
14:10:38 time x y voltage current 
14:10:39 time x y voltage current 
14:10:40 time x y voltage current 
14:10:41 time x y voltage current 
14:10:42 time x y voltage current 
14:10:43 time x y voltage current 
14:10:44 time x y voltage current 
14:10:45 time x y voltage current 
14:10:46 time x y voltage current 
14:10:47 time x y voltage current 
14:10:48 time x y voltage current 
15:22:32 4037 32.43 66.64 69.71 4.04 1
15:22:33 4038 56.06 33.99 58.19 48.62 1
15:22:34 4039 37.54 88.09 99.19 43.18 1
15:22:35 4040 83.5 26.92 42.55 18.85 1
15:22:36 4041 73.29 65.79 5.28 11.19 1
15:22:37 4042 44.58 37.21 33.09 38.8 1
15:22:38 4043 57.79 8.27 8.4 81.66 1
15:22:39 4044 9.13 69.9 12.6 41.98 1
15:22:40 4045 67.54 85.3 62.27 90.33 1
15:22:41 4046 84.84 8.94 4.82 84.96 1
15:22:42 4047 11.48 65.27 21.14 28.67 1
15:22:43 4048 35.23 11.61 84.32 93.85 1
15:22:44 4049 62.66 83.86 40.07 34.35 1
15:22:45 4050 17.38 47.61 50.47 13.85 1
15:22:46 4051 43.57 38.88 70.67 52.71 1
15:22:47 4052 8.77 83.28 94.7 76.32 1
15:22:48 4053 68.57 56.97 66.64 53.41 1
15:22:49 4054 65.91 71.46 38.37 77.39 1
15:22:50 4055 36.73 59.52 6.06 71.96 1
15:22:51 4056 71.14 90.39 65.8 33.79 1
15:22:52 4057 74.24 5.87 68.15 91.63 1
15:22:53 4058 53.49 18.61 5.47 97.07 1
15:22:54 4059 57.5 76.15 49.77 66.28 1
15:22:55 4060 59.43 44.46 42.59 28 1
15:22:56 4061 1.43 9.23 81.41 67.34 1
15:22:57 4062 80.69 19.78 44.73 17.41 1
15:22:58 4063 79.3 50.79 89.37 50.43 1
15:22:59 4064 41.18 55.17 84.23 15.41 1
15:23:00 4065 61.05 52.37 7.03 14.53 1
15:23:01 4066 70.99 12.51 11.59 28.49 1
15:23:02 4067 88.67 61.37 94.77 48.09 1
15:23:03 4068 5.82 37.36 76.09 7.26 1
15:23:04 4069 46.59 57.5 74.6 27.27 1
15:23:05 4070 77.28 19.33 44.69 56.57 1
15:23:06 4071 70.13 34.05 6.99 11.3 1
15:23:07 4072 89.23 91.23 26.71 50.27 1
15:23:08 4073 43.59 33.75 64.8 14.58 1
15:23:09 4074 46.26 76.4 43.07 34.93 1
15:23:10 4075 37.76 37.84 83.02 43.59 1
15:23:11 4076 75.2 59.1 50.85 21.78 1
15:23:12 4077 16.59 25.45 49.06 93.88 1
15:23:13 4078 44.78 93.75 50.44 14.9 1
15:23:14 4079 27.8 57.44 26.2 17.02 1
15:23:15 4080 48.66 52.92 67.3 92.26 1
15:23:16 4081 86.67 32.1 6.84 32.93 1
15:23:17 4082 8.49 49.91 67.86 46.25 1
15:23:18 4083 87.75 50.87 89.85 62.95 1
15:23:19 4084 9.97 40.69 84.73 26.57 1
15:23:20 4085 66.15 33.78 20.44 10.92 1
15:23:21 4086 27.53 70.89 25.83 55.33 1
15:23:22 4087 28.32 52.04 72.36 76.99 1
15:23:23 4088 4.95 39.65 69.25 91.63 1
15:23:24 4089 71.75 76.09 24.55 80.25 1
15:23:25 4090 26 92.41 26.5 13.75 1
15:23:26 4091 43.28 16.34 76.7 53.25 1
15:23:27 4092 57.04 61.42 79.82 23.18 1
15:23:28 4093 95.21 0.26 34.11 22.73 1
15:23:29 4094 36.26 69.92 31.61 74.64 1
15:23:30 4095 1.85 35.41 59.23 70.91 1
15:23:31 4096 40.94 84.35 6 2.67 1
15:23:32 4097 98.46 35.42 95.8 17 1
15:23:33 4098 27.84 30.5 65.66 15.65 1
15:23:34 4099 74.05 18.78 28.33 47.6 1
15:23:35 4100 70.33 37.53 63.05 49.56 1
15:23:36 4101 56.12 70.41 48.98 92.38 1
15:23:37 4102 40.32 80.6 67.02 42.18 1
15:23:38 4103 16.01 26.24 13.08 56.95 1
15:23:39 4104 10.59 19.09 59.63 9.05 1
15:23:40 4105 54.51 55.42 26.05 82.35 1
15:23:41 4106 85.93 91.72 98.01 59.97 1
15:23:42 4107 10.5 26.33 7.56 80.83 1
15:23:43 4108 63.87 70.62 30.38 19.98 1
15:23:44 4109 41.02 79.37 12.36 81.35 1
15:23:45 4110 59.96 79.39 23.52 75.97 1
15:23:46 4111 5.63 36.61 32.92 16.22 1
15:23:47 4112 55.7 92.55 25.28 10.21 1
15:23:48 4113 47.97 51.34 92.57 33.89 1
15:23:49 4114 43.05 90.57 93.86 53.55 1
15:23:50 4115 16.89 1.42 34.37 80.76 1
15:23:51 4116 72.04 64.76 0.74 13.06 1
15:23:52 4117 44.13 13.1 94.41 4.08 1
15:23:53 4118 92.49 17.92 80.06 98.12 1
15:23:55 4120 54.54 12.97 14.34 10.24 1
15:23:56 4121 98.11 33.03 18.16 21.05 1
15:23:58 4122 5.51 39.62 20.45 53.49 1
15:24:00 4124 3.58 81.24 87.56 20.48 1
15:24:05 4126 68.29 20.5 91.86 17.72 1
15:24:06 4131 15.09 62.17 34.91 7.58 1
15:24:07 4132 80.1 14.97 5.69 34.63 1
15:24:08 4133 27.94 20.04 44.87 33.46 1
15:24:09 4134 59.67 65.33 86.95 50.63 1
15:24:11 4136 9.76 82.18 34.79 70.69 1
15:24:12 4137 78.35 74.33 84.65 81.94 1
15:24:15 4140 55.56 72.21 2.42 38.22 1
15:24:16 4141 94.15 3.66 92.94 80.84 1
15:24:17 4142 5.65 60.7 11.66 20.74 1
15:24:18 4143 22.86 46.58 28.32 2.95 1
15:24:19 4144 61.55 34.02 37.59 89.5 1
15:24:20 4145 54.07 82.47 22.95 13.73 1
15:24:21 4146 47.79 9.9 64.37 26.14 1
15:24:22 4147 84.23 49.01 8.08 39.79 1
15:24:23 4148 21.21 10.5 78.02 15.35 1
15:24:24 4149 14.17 70.95 96.2 19.82 1
15:24:25 4150 31.64 7.86 40.57 54.51 1
15:24:26 4151 54.44 68.9 57.47 15.99 1
15:24:27 4152 2.91 95.06 5.48 56.99 1
15:24:28 4153 77.52 28.44 70.72 25.31 1
15:24:29 4154 38.34 35.08 51.46 22.57 1
15:24:30 4155 84.1 59.55 62.36 5.3 1
15:24:31 4156 70.06 40.37 20.66 84.23 1
15:24:32 4157 39.64 66.19 69.17 50.21 1
15:24:33 4158 80.48 73.68 76.25 76.09 1
15:24:34 4159 61.1 18.7 67.11 95.7 1
15:24:35 4160 67.22 74.49 83.01 46.47 1
15:24:36 4161 94.93 40.34 57.29 73.21 1
15:24:40 4162 40.03 81.08 51.08 73.09 1
15:24:40 4164 2.51 10.51 64.53 42.15 1
15:24:41 4165 76.7 33.7 92.37 57.18 1
15:24:42 4166 7.37 68.62 33.26 68.48 1
15:24:43 4167 87.32 0.36 64.17 54.54 1
15:24:44 4168 74.86 47.17 1.01 69.79 1
15:24:45 4169 87.51 58.3 42.99 27.53 1
15:24:46 4170 39.37 94.08 0.62 91.52 1
15:24:47 4171 87.63 67.63 62.99 90.15 1
15:24:48 4172 78.15 27.52 32.3 54.84 1
15:24:49 4173 61.22 24.67 12.02 68.6 1
15:24:50 4174 93.29 45.28 37.07 80.61 1
15:24:51 4175 45.65 1.23 35.14 20.5 1
15:24:52 4176 48.41 36.15 90.3 35.91 1
15:24:53 4177 94.46 33.28 63.45 33.82 1
15:24:54 4178 27.35 64.07 25.34 14.97 1
15:24:55 4179 31.7 88.34 5.12 9.84 1
15:24:56 4180 15.85 37.42 64.69 77.07 1
15:24:57 4181 62.09 76.71 45.66 55.37 1
15:24:58 4182 21.99 82.73 35.97 67.65 1
15:24:59 4183 37.58 53.8 47.61 90.25 1
15:25:00 4184 83.97 71.11 88.16 32.37 1
15:25:01 4185 7.26 78.45 68.29 1.71 1
15:25:02 4186 11.72 31.73 35.54 39.07 1
15:25:03 4187 95.81 60.89 54.05 27.5 1
15:25:04 4188 49.22 59.17 37.35 65.07 1
15:25:05 4189 96.59 2.03 42.14 58.67 1
15:25:06 4190 78.75 87.8 14.04 0.73 1
15:25:07 4191 70.53 50.01 68.38 54.5 1
15:25:08 4192 21.12 56.53 86.87 28.39 1
15:25:09 4193 34.97 55.15 30.1 46.7 1
15:25:10 4194 86.89 65.65 85.78 82.69 1
15:25:11 4195 26.53 39.82 10.18 75.75 1
15:25:13 4196 99 47.53 40.82 95.59 1
15:25:14 4198 70.76 68.3 29.04 41.28 1
15:25:15 4199 87.36 64.41 74.33 59.44 1
15:25:16 4200 18.31 97.43 95.78 39.43 1
15:25:17 4201 53.95 82.65 67.82 88.93 1
15:25:18 4202 37.45 63.99 66.12 22.57 1
15:25:19 4203 37.8 97.93 35.63 24.68 1
15:25:20 4204 63.58 21.4 7.36 90.12 1
15:25:21 4205 61.23 17.55 65.87 60.22 1
15:25:22 4206 65.08 6.68 55.81 14.65 1
15:25:23 4207 89.64 10.06 42.96 60.4 1
15:25:24 4208 68.4 48.48 70.99 38.91 1
15:25:25 4209 78.37 72.01 1.67 96.68 1
15:25:26 4210 69.43 97.46 36.11 23.38 1
15:25:27 4211 80.11 3.93 12.31 17.9 1
15:25:28 4212 64.77 7.88 93.53 33.77 1
15:25:29 4213 76.12 19.73 84.91 7.38 1
15:25:30 4214 45.67 93.73 65.97 26.65 1
15:25:31 4215 95.45 46.22 79.5 92.95 1
15:25:32 4216 49 8.18 1.72 38.67 1
15:25:33 4217 19.7 99.87 72.25 4.8 1
15:25:34 4218 7.9 54.7 67.56 32.13 1
15:25:35 4219 12 66.3 93.36 80.41 1
15:25:36 4220 14.77 64.34 19.31 79.55 1
15:25:37 4221 72.23 12.84 13.32 48.35 1
15:25:38 4222 32.58 98.23 55.73 78.25 1
15:25:39 4223 91.96 21.69 4.9 40.95 1
15:25:40 4224 29.88 6.63 79.63 49.58 1
15:25:41 4225 6.49 51.88 54.39 14.39 1
15:25:42 4226 6.57 21.94 46.53 18.58 1
15:25:43 4227 17.73 43.4 37.84 53.58 1
15:25:44 4228 88.25 39.88 98.99 3.02 1
15:25:45 4229 4.21 18.3 82.58 76.45 1
15:25:46 4230 49.39 38.75 95.17 27.73 1
15:25:47 4231 31.15 95.9 24.79 63.73 1
15:25:48 4232 94.13 80.52 41.98 86.08 1
15:25:49 4233 2.2 46.89 27.03 32.08 1
15:25:50 4234 53.52 6.65 81.67 60.02 1
15:25:51 4235 58.53 36.05 74.41 65.1 1
15:25:53 4236 11.32 16.86 4.05 42.96 1
15:25:55 4239 58 20.93 83.69 46.25 1
15:25:56 4239 58 20.93 83.69 46.25 1
15:25:57 4240 13.52 54.94 95.16 16.44 1
15:25:58 4241 49.99 0.64 73.43 27.51 1
15:25:58 4242 29.08 44.15 52.83 67.42 1
15:26:00 4243 79.23 4.29 89.99 63.33 1
15:26:03 4245 92.72 89.3 18.13 4.03 1
15:26:05 4247 0.97 31.85 41.48 32.13 1
15:26:05 4249 27.75 66.28 95.86 21.87 1
15:26:07 4250 6.16 22.18 47 30.88 1
15:26:09 4252 34.55 46.73 83.07 72.09 1
15:26:12 4254 5.85 70.21 76.92 34.93 1
15:26:13 4257 46.79 37.84 7.95 49 1
15:26:20 4261 0.11 57.62 1.21 0.68 1
15:26:21 4263 11.97 50.41 76.47 16.93 1
15:26:22 4264 90.07 45.72 8.55 61.82 1
15:26:24 4266 25.51 68.56 61.56 68.79 1
15:26:25 4267 69.34 49.95 55.55 30.56 1
15:26:29 4271 84.91 38.26 22.03 41.95 1
15:26:30 4272 28.1 46.59 47.23 17.74 1
15:26:31 4273 56.66 90.19 78.14 35.02 1
15:26:32 4274 99.69 1.85 65.13 94.89 1
15:26:33 4275 62.19 79.81 31.7 31.61 1
15:26:34 4276 77.27 67.81 55 57.37 1
15:26:35 4277 71.74 67.31 75.28 73.6 1
15:26:36 4278 15.24 17.86 39.03 84.59 1
15:26:37 4279 67.81 94.59 15.15 35.3 1
15:26:38 4280 16 5.94 67.88 44.1 1
15:26:39 4281 52.54 15.1 61.84 9.19 1
15:26:40 4282 5.29 39.97 44.22 67.48 1
15:26:41 4283 19.78 75.93 99.1 97.05 1
15:26:42 4284 43.74 54.09 54.42 15.47 1
15:26:43 4285 21.4 29.7 89.08 36.65 1
15:26:44 4286 47.56 28.11 21.23 15.36 1
15:26:45 4287 22.69 36.39 50.66 38.69 1
15:26:46 4288 42.33 18.54 82.79 94.87 1
15:26:47 4289 33.64 44.63 4.06 38.94 1
15:26:48 4290 84.6 48.29 6.41 4.37 1
15:26:49 4291 24.21 5.51 1.42 67.95 1
15:26:50 4292 59.61 55.85 83.43 81.01 1
15:26:51 4293 85.55 72.5 17.65 33.11 1
15:26:52 4294 0.61 38.89 48.47 23.3 1
15:26:53 4295 75.28 99.14 62 17.6 1
15:26:54 4296 17.67 44.79 12.47 51.32 1
15:26:55 4297 89.42 16.53 90.26 74.01 1
15:26:56 4298 64.82 96.68 78.39 89.04 1
15:26:57 4299 2.18 79.82 56.98 61.8 1
15:26:58 4300 35.66 40.4 42.8 21.21 1
15:26:59 4301 12.9 60.46 54.32 13.51 1
15:27:00 4302 99.35 2.78 36.82 74.63 1
15:27:01 4303 1.92 98.82 92.23 19.6 1
15:27:02 4304 2.12 99.25 17.62 73.28 1
15:27:03 4305 43.61 4.7 70.92 33.02 1
15:27:04 4306 21.23 61.18 7.03 86.06 1
15:27:05 4307 57.86 85.43 75.09 60.05 1
15:27:06 4308 65.24 32.07 21.84 0.89 1
15:27:07 4309 72.48 64.65 22.11 85.38 1
15:27:08 4310 25.1 76.43 98.9 24.45 1
15:27:09 4311 79.22 35.71 99.08 81.15 1
15:27:10 4312 34.53 91.3 0.74 78.14 1
15:27:11 4313 96.01 71.66 11.16 17.23 1
15:27:12 4314 32.84 18.19 3.29 90.7 1
15:27:13 4315 3.61 78.39 50.74 68.85 1
15:27:14 4316 10.45 72.59 69.75 82.93 1
15:27:15 4317 37.23 91.87 68.31 62.33 1
15:27:16 4318 68.29 67.2 86.78 47.51 1
15:27:17 4319 2.91 85.85 28.65 37.44 1
15:27:18 4320 77.15 29.39 15.58 73.15 1
15:27:19 4321 1.05 26.74 90.39 33.9 1
15:27:20 4322 44.93 93.69 24.59 48.55 1
15:27:21 4323 72.07 75.34 17.4 82.52 1
15:27:22 4325 59.18 95.69 72.76 71.16 1
15:27:27 4328 79.01 33.75 47.48 47.3 1
15:27:28 4330 44.68 25.54 31.8 37.4 1
15:27:29 4331 0.95 34.26 94.82 3.86 1
15:27:30 4332 20.11 23.46 41.31 97.26 1
15:27:31 4333 52.86 56.89 70.41 53.92 1
15:27:32 4334 83.63 60.8 87.82 28.56 1
15:27:35 4336 94.95 96.65 97.98 16.75 1
15:27:36 4337 87.76 94.51 9.06 35.68 1
15:27:37 4338 81.66 74.51 20.83 60.67 1
15:27:39 4340 2.57 2.78 13.09 22.68 1
15:27:40 4341 26.25 54.4 19.94 79.11 1
15:27:41 4342 11.29 90.35 33.03 94.92 1
15:27:42 4343 51.14 20.84 23.48 5.61 1
15:27:46 4347 8.6 26.12 24.04 93.52 1
15:27:47 4348 64.39 46.08 35.46 64.07 1
15:27:48 4349 47.94 0.59 58.95 50.07 1
15:27:49 4350 99.84 76.58 23.34 59.02 1
15:27:50 4351 72.26 96.1 30.18 18.36 1
15:27:51 4352 45.32 18.27 54.52 40.26 1
15:27:52 4353 14.91 52.5 57.01 44.67 1
15:27:53 4354 92.55 21.57 99.93 1.15 1
15:27:54 4355 47.7 23.97 94.67 12.08 1
15:27:55 4356 70.06 30.12 76.15 18 1
15:27:56 4357 30.72 35.1 68.07 30.55 1
15:27:57 4357 30.72 35.1 68.07 30.55 1
15:27:58 4359 87.51 19.74 2.29 32.82 1
15:27:59 4360 38.02 56.82 73.08 52.93 1
15:28:00 4361 9.32 30.09 97.61 1.87 1
15:28:01 4362 51.67 97.54 3.02 99.37 1
15:28:02 4363 21.51 97.69 11.45 91.57 1
15:28:03 4364 27.81 87.6 9.57 58.53 1
15:28:04 4365 95.11 41.22 56.69 76.76 1
15:28:05 4366 15.73 77.53 37.43 24 1
15:28:06 4367 45.84 45.4 33.22 48.41 1
15:28:07 4368 48.18 46.31 71.1 74.43 1
15:28:08 4369 0.71 91.04 53.54 12 1
15:28:09 4370 81.39 86.57 6.92 32.52 1
15:28:10 4371 7.4 30.4 38.14 40.67 1
15:28:11 4372 30.99 70.31 61.68 26.09 1
15:28:12 4373 96.71 41.35 33 2.67 1
15:28:13 4374 9.87 40.07 52.1 34.04 1
15:28:14 4375 87.78 64.73 65.64 66.58 1
15:28:15 4376 81.61 98.33 62.12 95.97 1
15:28:16 4377 15.94 19.84 21.2 25.71 1
15:28:17 4378 2.01 55.99 96.4 75.66 1
15:28:18 4379 30.48 52.01 17.21 25.93 1
15:28:19 4380 98.24 96.72 18.88 94.94 1
15:28:20 4381 38.07 51.88 97.61 47.95 1
15:28:21 4382 91.96 49.7 81.99 79.73 1
15:28:22 4383 14.42 47.62 46.31 96.04 1
15:28:23 4384 45.94 8.42 92.01 61.89 1
15:28:24 4385 28.26 13.21 87.6 30.28 1
15:28:25 4386 69.2 83.99 5.93 99.69 1
15:28:26 4387 36 23.15 25.62 34.23 1
15:28:27 4388 19.87 44.51 29.16 57.94 1
15:28:28 4389 96.39 26.77 5.88 88.34 1
15:28:29 4390 76.48 87.88 68.07 90.9 1
15:28:30 4391 35.49 14.37 86.94 81.44 1
15:28:31 4392 22.8 78.94 43.33 51.07 1
15:28:34 4393 92.15 30.92 81.35 61.35 1
15:28:35 4396 14.91 87.28 61.04 50.91 1
15:28:36 4397 10.43 86.67 85.15 30.3 1
15:28:37 4398 31.17 14.31 88.25 27.56 1
15:28:38 4399 41.08 94.14 15.9 17.55 1
15:28:39 4400 82.01 83.97 8.45 17.5 1
15:28:40 4401 98.34 95.39 98.95 21.14 1
15:28:41 4402 74.33 42.27 72.21 66.48 1
15:28:42 4403 73.19 53.55 27.83 88.1 1
15:28:43 4404 40.83 88.87 39.01 51.26 1
15:28:44 4405 75.54 24.16 81.57 6.7 1
15:28:45 4406 38.47 69.81 34.27 79.55 1
15:28:46 4407 63.95 50.17 97.11 45.95 1
15:28:47 4408 34.13 5.55 63.46 32.47 1
15:28:48 4409 0.94 62.4 53.61 75.28 1
15:28:49 4410 4.66 25.81 41.75 77.85 1
15:28:50 4411 79.37 69.58 65.95 20.19 1
15:28:51 4412 58.45 4.96 71.46 33.98 1
15:28:52 4413 29.12 53.03 40.69 67.6 1
15:28:53 4414 22.84 74.96 47.14 86.79 1
15:28:54 4415 25.12 44.25 32.74 59.26 1
15:28:55 4416 49.81 96.2 91.73 50.75 1
15:28:56 4417 58.59 45.34 26.02 63.25 1
15:28:57 4418 71.16 67.78 41.1 50.52 1
15:28:58 4419 37.35 7.05 70.72 95.8 1
15:28:59 4420 12.02 42.18 29.77 41.15 1
15:29:00 4421 95.21 70.47 8.74 18.04 1
15:29:01 4422 45.42 55.89 4.82 70.55 1
15:29:02 4423 0.13 37.57 29.8 49.94 1
15:29:03 4424 33.76 21.52 0.69 92.35 1
15:29:04 4425 66.87 26.72 55.6 38.02 1
15:29:05 4426 94.5 96.71 88.54 31.85 1
15:29:06 4427 14.84 49.93 41.44 21 1
15:29:08 4427 14.84 49.93 41.44 21 1
15:29:08 4429 32.91 61.94 19.26 32.33 1
15:29:09 4430 67.16 16.04 81.73 73.01 1
15:29:10 4431 86.25 58.65 7.93 0.59 1
15:29:11 4432 88.41 10.28 94.18 22.45 1
15:29:12 4433 2.62 51.09 20.35 47.3 1
15:29:13 4434 76.63 52.15 84.71 91.47 1
15:29:14 4435 2.07 26.14 12.47 74.19 1
15:29:15 4436 14.58 64.36 13.12 47.5 1
15:29:16 4437 26.3 32.38 79.83 93.46 1
15:29:17 4438 48.42 61.56 66.47 34.66 1
15:29:18 4439 20.21 74.41 35.26 8.61 1
15:29:19 4440 84.69 29.44 31.07 87.31 1
15:29:20 4441 80.53 51.42 34.61 57.16 1
15:29:21 4442 3.56 19.31 48.62 5.64 1
15:29:22 4443 45.45 61.1 79.84 60.04 1
15:29:23 4444 25.46 92.96 7.53 51.76 1
15:29:24 4445 25.33 87.37 45.22 73.76 1
15:29:25 4446 48.93 11.69 8.42 69.14 1
15:29:26 4447 86.1 43.68 77.75 70.78 1
15:29:27 4448 73.12 8.82 58.09 53.65 1
15:29:28 4449 60.24 92.71 10.8 63.81 1
15:29:29 4450 12.01 59.43 69.45 57.47 1
15:29:30 4451 20.52 49.28 17.5 45.98 1
15:29:31 4452 42.24 25.04 97.75 67.57 1
15:29:32 4453 12.41 42.97 41.33 61.34 1
15:29:33 4454 54.66 49.75 30.47 40.75 1
15:29:34 4455 93.43 8.22 11.53 66.55 1
15:29:35 4456 17.04 69.63 20.19 77.29 1
15:29:36 4457 62.33 30.99 41.09 74.35 1
15:29:37 4458 90.42 10.54 31.81 10.93 1
15:29:38 4459 59.83 49.32 56.92 2.06 1
15:29:39 4460 74.37 54.66 69.64 86.78 1
15:29:40 4461 97.64 10.96 48.11 52.29 1
15:29:41 4462 60.71 78.59 93.05 54.13 1
15:29:42 4463 86.81 4.58 20.68 3.85 1
15:29:43 4464 74.22 40.87 81.14 36.55 1
15:29:44 4465 71.87 22.23 10.89 62.28 1
15:29:45 4466 32.77 42.71 73.22 92.61 1
15:29:46 4467 92.03 30.13 94.67 66.4 1
15:29:47 4468 84.8 64.3 53.17 82.43 1
15:29:48 4469 75.27 1.28 34.72 35.97 1
15:29:50 4470 79.87 27.77 90.11 66.68 1
15:29:51 4471 32.36 10.78 70.53 6.57 1
15:29:52 4472 51.66 51.67 43.12 23.52 1
15:29:53 4473 73.91 54.02 85.81 6.68 1
15:29:54 4474 96.73 59.02 99.29 88.76 1
15:29:55 4475 89.16 93.95 55.15 73.95 1
15:29:56 4476 58.25 8.31 56.38 33.51 1
15:29:57 4477 9.6 91.1 69.49 89.47 1
15:29:58 4478 63.49 33.91 48.02 49.05 1
15:29:59 4479 61.85 25.5 42.72 30.13 1
15:30:00 4480 46 34.57 47.85 23.25 1
15:30:01 4481 64.78 66.05 27.09 52.14 1
15:30:02 4482 30.46 1.41 11.57 67.92 1
15:30:03 4483 65.41 77.7 90.5 65.53 1
15:30:04 4484 35.31 91.71 66.21 27.04 1
15:30:05 4485 20.93 50.4 90.36 84.42 1
15:30:06 4486 84.32 38.38 33.47 46.16 1
15:30:07 4487 63.88 76.2 76.3 9.87 1
15:30:08 4488 10.76 24.14 33.13 75.55 1
15:30:09 4489 90.2 60.23 27.69 20.66 1
15:30:10 4490 61.64 39.26 88.58 27.05 1
15:30:11 4491 16.96 79.07 92.58 52.27 1
15:30:12 4492 70.78 58.78 79.32 91.71 1
15:30:13 4493 9.18 69.68 76.13 93.51 1
15:30:14 4494 8.05 9.6 39.66 71.93 1
15:30:15 4495 85.8 15.95 81.81 96.57 1
15:30:16 4496 58.4 97.2 43.3 11.71 1
15:30:17 4497 40.1 14.94 72.11 30.3 1
15:30:18 4498 75.17 99.8 50.96 36.81 1
15:30:19 4499 39.06 39.54 63.86 56.02 1
15:30:20 4500 18.61 56.43 8.29 89.39 1
15:30:21 4501 15.21 87.62 81.1 24.4 1
15:30:22 4502 57.29 57.22 17.9 65.35 1
15:30:23 4503 66.82 57.57 37.27 52.62 1
15:30:24 4504 81.51 79.47 90.52 52.04 1
15:30:25 4505 83.81 88.38 32.36 48.71 1
15:30:26 4506 73.53 19.08 49.18 13.63 1
15:30:27 4507 34.02 21.29 43.93 9.19 1
15:30:28 4508 28.38 41.02 6.73 65.01 1
15:30:29 4509 21.09 94.9 46 60.15 1
15:30:30 4510 34.43 9.85 16.17 53.04 1
15:30:31 4511 40.53 46.66 47.35 64.77 1
15:30:32 4512 33.8 14.92 31.24 71.38 1
15:30:33 4513 66.29 24.47 42.42 81.51 1
15:30:34 4514 12.08 23.51 5.9 69.38 1
15:30:35 4515 68.72 78.86 61.63 85.88 1
15:30:36 4516 71.09 84.31 18.48 73.29 1
15:30:37 4517 5.39 40.92 72.99 86.91 1
15:30:38 4518 20.38 63.51 38.94 4.19 1
15:30:39 4519 51.88 71.31 52.91 80.26 1
15:30:40 4520 12.32 59.65 45.27 52.86 1
15:30:41 4521 6.3 92.63 17.62 40.1 1
15:30:42 4522 7.54 48.86 11.48 76.27 1
15:30:43 4523 27.72 73.12 62.14 98.81 1
15:30:44 4524 57.42 80.63 72.1 62.81 1
15:30:45 4525 21.54 45.09 49.71 41.93 1
15:30:46 4526 8.59 88.66 46.12 60.48 1
15:30:47 4527 59.97 99.04 40.74 72.29 1
15:30:48 4528 58.68 86.01 25.14 64.98 1
15:30:49 4529 78.64 42.76 5.08 86.19 1
15:30:50 4530 91.63 16.56 62.45 19.34 1
15:30:51 4531 89.68 24.59 18.15 47.1 1
15:30:52 4532 5.21 90.25 9.9 26.76 1
15:30:53 4533 35.33 59.62 68.69 43.92 1
15:30:54 4534 48.28 14.81 4.4 8.24 1
15:30:57 4536 80.74 23.81 34.72 47.56 1
15:30:59 4540 91.09 49.36 68.54 25.1 1
15:31:01 4541 70.66 12.46 34.29 91.75 1
15:31:02 4542 7.35 80.3 51.9 41.79 1
15:31:03 4543 31.14 5.67 37.5 9.78 1
15:31:04 4544 48.43 42.58 95.97 40.06 1
15:31:05 4545 59.15 58.42 59.41 48.82 1
15:31:06 4546 83.01 77.56 95.92 88.23 1
15:31:07 4547 67.81 5.82 14.98 3.13 1
15:31:08 4548 65.45 83.68 47.06 13.73 1
15:31:09 4549 98.49 51.46 21.98 12.33 1
15:31:10 4550 96.6 2.51 84.85 27.74 1
15:31:11 4551 84.61 53.78 18.38 3.7 1
15:31:12 4552 8.18 22.35 37.52 56.62 1
15:31:13 4554 91.91 56.09 72.91 74.92 1
15:31:14 4555 33.65 68.83 63.15 1.45 1
15:31:15 4556 74.66 78.13 4.59 40.1 1
15:31:16 4557 61.81 51.65 53.84 60.3 1
15:31:17 4558 3.11 75.82 72.63 99.72 1
15:31:18 4559 78.33 57.48 27.45 86.52 1
15:31:19 4560 79.83 64.98 43.13 44.76 1
15:31:20 4561 98.48 39.81 68.84 90.39 1
15:31:21 4562 95.91 41.74 65.3 29.55 1
15:31:22 4563 10.56 28.45 31 85.22 1
15:31:23 4564 6.58 35.6 25.32 68.39 1
15:31:24 4565 87.25 79.17 28.68 90.37 1
15:31:25 4566 54.98 1.3 90.08 33.31 1
15:31:26 4567 58.79 17.53 19.82 38.61 1
15:31:28 4568 82.52 62.96 83.38 80.99 1
15:31:29 4570 2.77 52.21 71.38 98.68 1
15:31:30 4571 93.96 36.68 28.22 4.52 1
15:31:31 4572 65.13 59.23 89.75 71.71 1
15:31:32 4573 94.83 15.07 40.09 82.08 1
15:31:33 4574 94.24 68.78 72.45 49.22 1
15:31:34 4575 70.08 62.52 82.53 28.87 1
15:31:35 4576 80.06 2.35 67.48 62.57 1
15:31:36 4577 65.31 50.85 43.56 68.09 1
15:31:37 4578 3.06 14.93 66.76 97.03 1
15:31:38 4579 51.61 94.99 1.55 16.73 1
15:31:39 4580 54.21 91.3 88.45 49.04 1
15:31:40 4581 6.37 28.53 31.12 0.6 1
15:31:41 4582 97.32 3.56 49.82 67.4 1
15:31:42 4583 66.09 32.35 96.27 46.14 1
15:31:43 4584 34.7 63.74 8.71 0.01 1
15:31:44 4585 14.59 52.28 68.1 17.66 1
15:31:45 4586 67.22 34.86 14.68 18.82 1
15:31:46 4587 29.84 16.23 35.56 84.06 1
15:31:47 4588 7.53 24.01 33.09 13.9 1
15:31:48 4589 52.55 64.22 14.51 49.86 1
15:31:49 4590 67.78 64.34 17.25 33.87 1
15:31:50 4591 96.69 13.51 80.02 31.39 1
15:31:51 4592 77.26 88.73 31.4 91.86 1
15:31:52 4593 31.62 52.33 19.46 32.6 1
15:31:53 4594 84.19 60.95 64.73 11.93 1
